name	HB1	HB3	HB4	GBM3	GBM5	GBM4	GBM7	GBM6	GBM9	GBM8	GBM63	GBM62	GBM61	GBM60	GBM26	GBM25	GBM69	GBM24	GBM67	GBM22	GBM66	GBM21	GBM65	GBM20	GBM64	GBM29	GBM30	GBM74	GBM73	GBM72	GBM71	GBM70	GBM38	GBM37	GBM36	GBM35	GBM34	GBM33	GBM77	GBM32	GBM76	GBM31	GBM75	GBM1	GBM39	GBM41	GBM40	GBM82	GBM81	GBM80	GBM49	GBM47	GBM46	GBM45	GBM44	GBM43	GBM42	GBM51	GBM50	GBM16	GBM59	GBM14	GBM13	GBM57	GBM12	GBM56	GBM11	GBM55	GBM10	GBM54	GBM53	GBM19	GBM18	GBM17
chr6.trna125-ThrCGT	31.71258562	25.41364714	42.76578124	1.171130234	0.369332751	5.766224986	1.692783654	1.627563107	3.490114729	0.632528139	0.491645166	6.511771402	0.591352417	1.266543699	0	0.966742885	0	2.096071333	1.403569183	8.98679173	0.484064734	65.11319221	3.763962537	1.272870066	1.182081003	0	1.387793688	0.363657786	0	1.743057503	3.805813594	0.17296123	0.494407069	1.381357421	4.972420161	1.193305872	0.430328753	2.671712641	3.114254286	3.196220612	0.639539286	0	0	0.65899675	0.373337017	6.834843691	0	3.861766857	10.36561466	0	0.374242883	1.171491234	1.61241638	0	10.15805167	1.456644347	0.45920777	1.813133699	0	2.936843666	0	0	0.784928817	0	0.234345515	2.51598427	0.696018752	0	0.534133489	0	0.609362241	0.289494463	0.517503789	0.537324869
chr6.trna121-ThrCGT	604.3636865	493.4715878	688.754161	5.855651172	3.323994755	71.83755295	81.34765892	5.832101132	17.16911278	4.111432904	44.00224239	79.87772919	191.3025069	74.44462411	20.87364221	99.47784283	19.14255777	54.77733085	2.339281971	185.875326	6.970532172	591.3558768	26.19090598	8.910090459	10.63872903	44.06818942	114.7242782	16.36460039	3.684699072	5.363253854	15.34218605	7.610294134	33.4219179	24.03561913	85.46347151	58.07421912	58.52471039	66.62583399	4.589427369	125.0934619	6.01166929	42.34271968	0.764284866	10.98327917	34.96923392	44.28409142	14.49903589	214.128314	15.548422	7.026107291	6.736371899	1.75723685	3.063591122	21.83924218	141.958772	4.187852497	21.5827652	38.77316679	2.171141922	9.789478888	1.668508839	130.2898088	10.79277124	1.475854528	10.4283754	60.53162156	23.24702631	29.12609025	8.902224817	4.341638727	3.453052702	10.85604236	7.762556841	3.761274083
chr17.trna21-ArgCCT	1111.808498	771.1971368	672.9280084	155.1747561	69.06522435	66.91223577	132.1311685	161.5356383	158.4061749	100.1502887	136.9231788	92.61185993	166.7613816	315.5101082	70.78305595	155.6456044	98.22328821	55.47602129	23.23686758	299.5893837	146.8652403	478.2083625	145.383053	108.8303906	139.6544271	80.03951271	140.3522017	39.45686982	61.71870946	36.47012621	65.76921618	52.58021401	441.4066316	49.45259568	73.80936176	144.3900105	244.2115673	433.485376	80.80670332	167.3056169	86.59361934	51.38346254	14.90355489	156.8412265	180.1973335	233.6662187	81.16470606	82.29558336	91.99483015	67.74227973	21.89320867	35.14473701	49.66242451	63.83778483	320.48653	90.31194949	100.3368978	60.11235571	107.1522396	77.82635716	43.63150615	139.6502522	82.90810632	13.11870692	86.64925401	132.3111728	462.7828681	114.8001749	290.924707	137.3646253	49.05366044	123.758883	188.1126275	124.5250384
chr6.trna165-IleAAT	33.49370344	30.21710572	52.68350354	17.56695352	13.84997814	7.688299981	16.26953178	14.64806796	13.62270588	8.539129877	9.21834687	3.76235681	12.22128329	3.65890402	2.809913374	22.91180637	1.882874534	3.912666489	0.155952131	70.20374925	2.033071884	34.55802619	0.940990634	16.82006872	1.857555862	14.73364164	21.27950322	1.636460039	0.614116512	1.608976156	0.951453399	0.864806152	19.08411288	8.011873043	5.593972681	2.91696991	13.01744477	19.53689869	2.622529925	25.12890688	4.476775003	3.204313922	1.27380811	11.64227592	17.17350278	5.838095653	4.932661694	5.592903724	1.727602444	0.662840311	0.374242883	0.439309213	0.483724914	6.299781398	25.14117787	1.456644347	3.903266046	3.626267398	0.383142692	10.76842678	1.001105304	8.604043976	13.14755769	0.163983836	6.561674408	4.143974092	8.630632523	4.492854348	4.36209016	2.050218288	1.42184523	18.67239287	8.409436578	17.59738946
chr17.trna10-GlyTCC	1022.274746	922.0964848	1075.686007	857.5601141	506.7245337	228.6067948	507.0827479	644.1080995	1043.938349	513.1911635	346.6098423	189.1307827	403.8937009	119.1958348	70.51544516	511.0202888	111.7172224	73.78171094	114.7807687	1149.775473	599.4657668	1000.314758	88.92361493	1466.164477	354.1176947	276.4880679	281.6295992	139.4627611	37.92169462	103.1085553	155.086904	97.89605635	471.7632257	137.4450634	188.0196373	91.08901492	216.0250339	466.0468739	166.3667421	337.5870254	617.5391347	55.73217429	57.57612659	797.3860674	279.50498	180.5537875	82.50997743	158.3324411	124.8192766	168.626575	31.62352364	61.06398055	47.56628321	77.06732576	983.0454499	94.68188253	168.2996478	246.1677676	49.29769306	366.7791423	91.10058263	224.3669929	1339.284794	34.10863798	876.4522245	146.0750867	3265.232771	125.3351437	1376.283957	403.2899973	98.51356237	1039.864111	2272.100387	1288.370705
chr6.trna4-ArgTCG	161.5604191	98.15439392	143.4201118	0.878347676	0.738665501	8.16881873	2.257044872	0.271260518	1.125843461	1.159634922	14.13479853	9.550598056	9.658756145	8.162170507	0.267610798	17.78806908	7.531498137	1.816595156	1.715473446	27.13833146	4.162956714	15.34429735	9.566738114	1.091031485	16.54913404	2.920181226	11.84250614	2.363775612	2.917053432	2.815708273	4.757266993	2.334976609	16.51319612	6.216108396	1.24310504	1.856253579	8.391410681	9.184012204	14.26000647	10.47037787	2.558157145	2.059916093	0.509523244	1.3179935	12.32012156	12.81533192	2.840017339	9.987328078	4.534956416	0.927976435	1.496971533	1.75723685	2.257382932	7.139752251	54.09162512	6.55489956	7.117720438	5.857816566	8.429139228	0.326315963	0.41712721	2.458298279	1.962322043	0.655935346	0.117172757	6.807957437	2.227260006	9.140634707	0.890222482	12.78371403	1.320284857	0.723736158	1.811263263	0.402993652
chr5.trna18-ValCAC	1222.932874	936.3951522	1599.637166	1274.921651	1112.060912	513.4342831	575.8285729	1327.413344	1375.724417	744.0639343	322.1504953	105.2012846	216.5335434	138.8976257	76.5366881	416.1828119	132.1150298	100.611424	119.1474284	921.1906414	633.73755	862.4829395	81.55252163	1754.924143	186.9376672	350.2890117	601.5623041	106.7335603	34.39052467	35.93380082	34.60911737	38.39739313	362.3015005	344.7868123	187.3980848	95.59705932	300.7997983	956.8070897	158.3352442	609.7066354	313.6300659	67.40503215	67.38444904	1152.145984	459.9512049	197.0713264	112.2554222	171.6488786	51.61212302	15.24532714	56.51067537	63.40696302	22.41258768	91.76681569	484.2851131	62.81778745	195.3929062	230.5469234	39.59141152	665.0319325	24.77735627	104.0994771	1809.457156	14.10260993	445.7251687	118.843257	1165.344196	144.0811911	1013.874384	258.2069032	26.60881788	894.8273853	3767.686339	749.0308674
chr1.trna42-LeuCAG	979.5713605	842.8208001	891.3992528	171.5705793	72.01988635	119.7692981	586.8316667	158.1448819	134.7634623	79.17143874	164.3323969	38.34709825	62.19056253	92.31696297	82.02270945	175.5605079	135.5669665	38.70745063	66.43560799	176.3546654	240.386547	226.1616	55.98894273	113.9218709	152.150712	165.3884458	265.2536336	134.553381	43.75580148	41.56521737	96.33465661	42.89438512	201.3225587	81.77635934	86.70657655	99.57474556	140.5023378	412.9465851	128.1761501	289.2028582	214.2456609	79.65008892	35.92138872	104.1214865	157.9215582	152.5024499	46.03817581	52.59992788	87.45987373	49.71302329	56.69779681	45.3952853	23.21879587	48.50831676	258.0145123	57.90161278	178.4022187	102.9302054	56.70511844	52.21055407	70.57792391	150.0507449	164.1482389	31.32091276	65.20663943	120.3232477	147.2775679	116.039583	92.93922709	252.0562483	23.56200667	72.37361576	102.2069984	27.2692371
chr17.trna18-ArgCCT	453.4465325	323.9169472	373.145509	63.68020649	21.60596591	50.33433894	76.26930796	47.1993301	26.45732133	18.87042282	96.48536391	21.56119864	49.87072051	43.06248578	15.52142626	72.98908779	46.44423851	17.18778493	10.76069707	114.2479265	66.51049448	119.0183759	35.7576441	52.36951127	60.96160601	45.79375105	125.0864711	26.54701841	35.92581595	13.54221598	19.26693132	18.2474098	167.3073523	21.68731151	23.3082195	24.26388607	60.67635416	215.5738137	60.15428016	115.9456581	54.48874718	26.32115007	11.71903462	45.58060854	121.4589762	75.18328061	22.86961331	39.81614794	31.96064522	19.222369	9.16895064	13.61858559	9.352015005	25.19912559	155.9260931	24.21671226	49.36483529	26.63911819	19.79570576	20.39474768	17.60276826	41.60197087	52.29588245	8.035207986	34.09727237	50.61568355	118.7407991	62.43518283	63.3838407	84.78255626	13.50752969	25.04127105	120.1902551	51.18019378
chr5.trna10-ValCAC	1222.932874	936.3951522	1599.637166	1274.921651	1112.060912	513.4342831	575.8285729	1327.413344	1375.724417	744.0639343	322.1504953	105.2012846	216.5335434	138.8976257	76.5366881	416.1828119	132.1150298	100.611424	119.1474284	921.1906414	633.73755	862.4829395	81.55252163	1754.924143	186.9376672	350.2890117	601.5623041	106.7335603	34.39052467	35.93380082	34.60911737	38.39739313	362.3015005	344.7868123	187.3980848	95.59705932	300.7997983	956.8070897	158.3352442	609.7066354	313.6300659	67.40503215	67.38444904	1152.145984	459.9512049	197.0713264	112.2554222	171.6488786	51.61212302	15.24532714	56.51067537	63.40696302	22.41258768	91.76681569	484.2851131	62.81778745	195.3929062	230.5469234	39.59141152	665.0319325	24.77735627	104.0994771	1809.457156	14.10260993	445.7251687	118.843257	1165.344196	144.0811911	1013.874384	258.2069032	26.60881788	894.8273853	3767.686339	749.0308674
chr16.trna8-ProTGG	1779.553914	1316.240741	1392.349736	53.43281694	21.05196678	527.7297159	361.033136	61.84739806	58.09352258	55.34621217	290.3164708	237.028479	564.4458821	417.2557854	185.1866719	471.6738534	161.7703037	173.8341826	62.69275683	842.8898817	95.65119147	997.1124701	161.223062	36.45863545	215.8142174	385.9948639	630.7984912	86.91421095	53.27460742	75.75596069	148.3077985	53.96390386	747.9390147	328.2105233	289.7988625	404.2655116	751.031256	770.4551329	171.1200776	668.010108	144.7916944	203.2450545	43.69161819	48.6559267	538.9742068	666.6820451	184.1527032	408.1488075	99.98499145	93.46048378	51.45839645	47.29895856	56.11209003	148.8848337	428.6697803	90.85819112	231.2111123	229.8495643	85.56853459	59.55266324	70.07737126	487.2158089	54.84690111	24.7615593	50.2085265	262.5503585	111.502204	186.8407705	67.03375287	233.8454859	51.38954903	50.5167838	61.58295094	79.12108697
chr6.trna126-LeuAAG	0.043441898	0.018618057	0	0	0	0	0	0	0	0	0	0	0	0	0.133805399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr17.trna5-GlyGCC	2166.794994	1896.267674	1977.706367	6724.922588	2330.489656	1109.75805	2946.478037	4618.752836	8981.022163	5000.872889	2144.433305	1246.20834	849.4777471	783.7090957	582.5887063	1297.852323	1309.696145	617.3628768	1374.718039	3129.361041	4268.386013	5059.348406	950.086877	5999.127538	2547.55343	1575.968714	2028.029177	1341.715403	617.3406237	1196.407853	985.4678576	1066.219504	1644.496794	1157.577519	936.8350359	635.2364927	1321.001689	4102.915707	1295.529783	1648.257905	4380.84411	250.6231246	919.1799325	5739.751859	1982.668451	986.6381654	309.4124154	807.9082593	694.0642819	926.1204818	614.1325714	850.9419448	856.999306	767.7333597	3521.796512	1217.754674	1258.22929	2173.668361	959.7724439	3236.728036	790.706339	419.4235064	7272.561724	466.5340147	4402.883528	1034.069535	9534.552076	2022.094308	7349.32072	4058.467402	466.1621147	4858.296079	12490.34209	4224.179458
chr15.trna4-ArgTCG	4413.653406	3141.555001	2594.785641	119.1625013	44.68926281	254.0742884	373.9171004	79.07244094	89.56084731	36.370368	394.545246	562.327637	2488.213854	1549.827307	150.5310736	757.2497016	437.7683292	159.1616833	21.20948987	1834.106316	240.6769858	1955.263768	506.409793	116.3766917	715.3278755	229.2342263	553.3596033	89.45981545	162.1267592	159.8249648	151.7568171	179.7067183	1584.179132	406.1190819	262.1397754	570.5327965	624.4070204	654.7365792	106.3763701	761.8026508	119.4659386	203.9316932	18.97974085	73.58797041	734.6028036	1692.050991	339.4568093	1033.089216	277.9280432	311.667514	60.44022565	31.3373905	149.6322401	150.7747681	1062.024302	165.6932944	546.6868504	124.5483379	80.71539382	58.0842414	123.3028032	873.5468384	85.65535718	57.23035892	93.32810118	955.6300254	457.3539218	230.6848318	191.1307668	195.856147	58.19409406	113.6265767	241.5448937	210.9000111
chr2.trna3-AlaAGC	3936.09662	3576.752072	4252.100341	703.5564883	457.9726107	727.8657748	787.8967473	525.1603624	367.1375526	201.8818977	1196.787246	1087.755236	1555.059739	1802.99532	197.4967686	705.8189801	546.818146	249.7119649	432.9231168	2105.845543	685.0484118	1784.741924	508.2917742	677.5305521	2175.535652	1019.67419	620.5288179	654.0385288	752.9068437	530.4258062	1621.514455	333.2962908	2528.19999	372.275825	428.0942982	638.4186417	762.6501323	3259.155458	1863.143604	923.928186	1271.915732	292.7369647	791.0348366	609.1326625	1547.730826	832.7117897	223.0160984	490.4443908	722.3537719	626.2515254	290.9738417	388.349344	333.7701907	437.4148217	3394.059013	465.2157882	470.4583605	506.4221893	498.9794994	510.684482	401.4432268	831.6612178	1066.325798	167.427497	803.6293559	503.4928522	1585.252309	676.5618943	1189.337236	1584.336332	289.0408232	506.3258159	854.2693804	1076.799038
chr6.trna11-IleAAT	64.380893	58.10695437	98.89586912	32.498864	21.97529866	142.3536793	18.62062019	37.16269094	54.43453133	13.38851228	12.16821787	5.209417121	30.84888442	5.488356031	4.816994356	34.70606956	3.451936646	9.641928134	0.311904263	132.22151	7.067345119	130.3598131	2.509308358	23.18441905	3.377374294	35.04217472	46.35230919	4.182064543	0.460587384	1.47489481	1.308248423	0.864806152	27.09350741	16.16188183	16.16036552	6.496887527	18.93446513	34.06433618	4.589427369	50.58845728	7.162840005	6.294188061	2.802377843	21.63705996	32.85365749	16.6599315	12.55586613	9.321506206	4.750906721	1.060544497	1.12272865	2.342982467	0.967449828	6.509774111	40.88615795	1.274563803	6.888116552	7.113062973	0.893999615	23.82106529	1.585083397	13.89884027	39.14832476	0.819919182	9.666752476	7.84395096	216.5314337	11.15467286	86.88571422	3.376830121	1.218724483	31.84439094	263.7975567	56.0161176
chr6.trna110-AlaTGC	355.3112847	65.18181584	96.43402316	20.64117038	50.59858682	55.01939674	45.51707158	55.20151537	92.60062465	64.62329154	106.6870011	475.3593123	198.6944121	505.7731173	47.09950037	19.33485769	56.80004845	74.48040138	129.5962212	227.6060717	34.75584791	25.88516248	295.3142274	144.3798332	481.6135743	5.043949391	96.59044071	52.54855013	75.99691836	210.6417951	1460.599899	48.77506695	69.11810831	41.71699412	50.03497787	139.351608	62.50525136	65.62394175	170.300537	72.63135805	124.3264372	72.78370194	4.713090009	49.75425462	50.15160594	60.37445261	27.05490202	271.9216525	62.6255886	299.8689565	48.83869627	57.11019764	85.45806814	71.18752979	71.61426424	107.4275206	116.8683775	28.87066736	11.74970923	88.10530999	46.55139662	26.8521812	47.09572904	19.02212503	23.90324249	95.60740226	39.88187448	35.63298276	0.445111241	28.3412528	137.5127458	141.5627924	65.59360531	40.16503396
chr1.trna59-GluCTC	23.67583447	31.40866133	25.32184416	9.369041875	2.954662004	3.00324218	7.147308761	2.983865696	11.59618765	9.698764799	1.843669374	0.723530156	3.35099703	0.844362466	5.218410552	4.350342981	2.353593168	3.7729284	0.779760657	6.495403923	1.161755362	12.94258124	0.940990634	8.364574717	0.844343574	3.716594288	4.070861486	0.54548668	0.153529128	0.134081346	0	0.086480615	2.373153933	0.828814453	3.263150731	2.91696991	3.119883458	4.508515082	1.147356842	5.069867178	1.279078572	3.318753705	0	9.225954499	2.986696135	3.559814423	1.195796774	3.329109359	0.647850917	0.927976435	0.748485767	0	0	0.209992713	1.269756458	0	2.066434966	2.092077345	0.127714231	2.936843666	0.750828978	2.647398147	6.966243253	0.163983836	8.084920253	3.551977793	13.29395816	1.084482084	8.635158073	0.361803227	0.507801868	8.684833892	13.45509852	5.641911125
chr1.trna56-ThrTGT	96.31068811	65.33076029	74.27740952	28.9854733	9.787317889	52.616803	9.874571314	47.06369984	75.15005101	10.22587158	16.34720178	18.66707802	26.7094175	6.191991419	4.950799755	11.40756604	10.35580994	12.576428	6.238085257	72.60615892	40.85506356	104.0743646	15.52634546	33.73105674	28.36994407	19.3793845	19.33659206	8.182300194	2.149407792	7.776718088	27.47321688	6.659007367	8.009394525	10.63645214	25.79442958	19.35807304	14.30843103	53.60123487	63.43244256	25.4595504	16.37220572	4.234271968	5.222613253	24.71237812	24.64024312	22.92520488	4.932661694	23.43692989	24.40238452	7.55637954	5.80076469	10.25054829	5.320974054	18.89934419	209.2558643	24.39879281	7.806532093	31.10221653	11.49428077	39.81054748	4.755250192	10.68414252	32.28019761	1.311870692	17.16580894	10.35993523	15.45161629	8.985708695	63.3838407	14.83393232	8.835752501	36.18680788	32.86149063	39.35904666
chr11.trna15-PheGAA	13.33666272	10.27716719	10.33975303	2.195869189	0.184666375	16.45776715	7.617526442	1.085042071	2.927192998	1.370477635	9.095435579	7.52471362	9.461638673	4.92544772	0.936637791	24.36192069	4.550280125	1.537118978	5.926180994	11.47817954	9.971733524	27.88659257	5.802775577	1.454708646	14.86044689	9.291485721	7.1240076	4.54572233	6.294694248	2.94978962	4.638335318	2.8538603	10.48142987	10.36018066	4.817032031	3.182148993	7.638335364	21.87464725	13.11264963	42.7632275	8.31401072	0.801078481	4.076185954	1.647491875	7.840077355	4.841347615	1.793695162	1.864301241	9.069912832	5.170154422	2.806821624	10.68985751	3.386074398	4.619839692	60.18645612	11.28899369	6.199304897	6.694647504	5.23628346	2.447369722	8.592820523	6.051195764	2.649134758	1.639838364	0.761622922	7.54795281	8.700234398	8.520930659	2.581645197	33.16529583	3.351492328	1.302725084	1.94063921	5.641911125
